"Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","Predict.RainTomorrow","R_predicted_RainTomorrow"
2009,12,29,"Richmond",18.8,28.4,0.2,8.15556756756757,9.46399082568807,"SE",43.1412835249042,"S","SE",15,22,70,48,1021.5,1020.3,3.84253028263795,3.83518005540166,21.8,27.7,0,NA,0,"0"
2010,1,24,"Richmond",18.3,25.3,0,8.35799338478501,9.38511627906977,"SSE",43.457264957265,"SSW","SE",2,2,83,62,1016.9,1014.2,3.65471447543161,3.52341597796143,18.4,24.4,0,NA,0,"0"
2010,2,15,"Richmond",20,32.8,2,10.4,8.64339152119701,"S",41.7818532818533,"S","SE",0,19.2769784172662,89,68.2968197879859,1006.8,1013.925,6.32142857142857,6.01546391752577,21.8,27.2545882352941,1,NA,0,"0"
2010,2,19,"Richmond",14.3,25.5,0,3.6,8.64339152119701,"SE",42.6739904988124,"E","NNE",0,11,88,56,1025.1,1022.7,3.84745762711864,4.19278996865204,18.6,24.3,0,NA,0,"0"
2010,2,21,"Richmond",16.4,34.3,0,8.6,8.64339152119701,"SE",42.6739904988124,"N","NE",2,9,85,34,1018.1,1014,3.84745762711864,4.19278996865204,21.2,34,0,NA,0,"0"
2010,2,25,"Richmond",14.9,25.9,0,3.2,8.64339152119701,"SE",42.6739904988124,"E","E",0,19,78,48,1026.6,1025.8,3.84745762711864,4.19278996865204,19.7,24.5,0,NA,0,"0"
2010,3,12,"Richmond",13,24.5,0,3.4,7.68097826086957,"SE",38.073778664008,"S","SE",9,28,64,47,1035.9,1034.4,3.97625329815303,4.04716981132075,18.6,24,0,NA,0,"0"
2010,3,31,"Richmond",17,22.7,2,2,7.68097826086957,"SE",43.2931034482759,"W","S",19,19,87,62,1020.4,1017.9,6.18571428571429,6.06190476190476,18.2,22.3,1,NA,0,"0"
2010,4,1,"Richmond",13.3936722580356,26.2,0.466518188567186,1.2,6.87801339285714,"N",35.2127875279145,"N","SW",12.8018125243586,16.9066771765666,72.242585600227,53.5060339026836,1019,1016,4.40593195607096,4.83160506902155,18.4,26.1,NA,NA,0,"0"
2010,4,5,"Richmond",12,22.5,0,3.91650055370986,6.87801339285714,"ENE",26,"N","NE",0,15,75,64,1021.7,1018.7,4.02896551724138,4.56083916083916,18.7,21,0,NA,0,"0"
2010,4,28,"Richmond",4.7,24.4,0,4,6.87801339285714,"N",33.7920536635707,"N","WNW",0,22,76,35,1021.5,1017.1,4.02896551724138,4.56083916083916,14,23.7,0,NA,0,"0"
2010,5,17,"Richmond",6.6,15.9,0,5.8,6.2917211328976,"N",32.8203933747412,"N","N",0,0,99,73,1020.3,1017,3.79833101529903,4.24928774928775,9.9,15.8,0,NA,0,"0"
2010,5,18,"Richmond",9.34635049100356,18.1,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1019,1017.8,4.34277541378374,4.67120584608022,12.4,17.6,NA,NA,0,"0"
2010,6,23,"Richmond",9,16.1,0.2,2.26883977900552,5.88280898876404,"N",32.3985823336968,"SSW","SSW",7,11,99,77,1036.65,1034.4,3.90416666666667,4.38591549295775,11.4,15.8,0,NA,0,"0"
2010,7,7,"Richmond",7,16.7,0.2,1.2,5.62408435072142,"N",32.1663124335813,"NNW","SSE",4,9,84,57,1024.6,1022.7,4.40456989247312,4.9015047879617,9.9,15.9,0,NA,0,"0"
2010,7,27,"Richmond",8.5,16.8,0.4,1,5.62408435072142,"ENE",13,"N","NE",0,4,99,63,1036.1,1032.4,4.40456989247312,4.9015047879617,11.2,16.3,0,NA,0,"0"
2010,8,3,"Richmond",10.7,18.5,2,3.6,6.72613636363636,"SW",47.900826446281,"SSW","S",28,24,62,51,1017.3,1017.5,5.96750902527076,5.96715328467153,15,17,1,NA,0,"0"
2010,8,12,"Richmond",10.8,17.5,0,3.09372900335946,6.72613636363636,"N",38.8945005611672,"WSW","WSW",31,26,47,42,1002.6,1003,3.5959595959596,3.97008547008547,13.8,16.4,0,NA,0,"0"
2010,8,14,"Richmond",2.5,21,0,3.09372900335946,6.72613636363636,"N",38.8945005611672,"N","NNW",0,22,82,34,1014.9,1009.3,3.5959595959596,3.97008547008547,9.6,20.6,0,NA,0,"0"
2010,8,24,"Richmond",4.8,19.6,0,1.1,6.72613636363636,"WSW",50,"N","W",0,30,69,31,1013.1,1008.7,3.5959595959596,3.97008547008547,12.9,18.7,0,NA,0,"0"
2010,8,30,"Richmond",8,20.2,0,14.6,6.72613636363636,"N",38.8945005611672,"WSW","NE",2,9,69,43,1027.7,1023.4,3.5959595959596,3.97008547008547,15.1,19.4,0,NA,0,"0"
2010,8,31,"Richmond",7.09436377727087,23.1,0.621510791366906,2.4,6.72613636363636,"N",41.4797696461747,"N","W",14.820512205307,19.4973419733609,72.3281448941781,54.7766548349301,1026,1019.1,4.2767137127187,4.54334450463212,13.1,22.6,NA,NA,0,"0"
2010,9,2,"Richmond",12.9,19.8,0,3.77411504424779,6.72482678983834,"WSW",38.7111597374179,"SSW","ESE",11,13,88,71,1016.4,1014.1,4.36546762589928,4.4164265129683,17.2,18.5,0,NA,0,"0"
2010,9,10,"Richmond",8,24.3,2,3,6.72482678983834,"WSW",46.893220338983,"N","W",7,26,79,46,1004.7,1002.4,5.82716049382716,5.89711934156379,17.3,20.5,1,NA,0,"0"
2010,12,16,"Richmond",19.5,29.8,0,5.6,8.1575,"S",59,"N","NNW",4,19,76,99,1003.3,1004.1,4.13085621970921,4.25795644891122,24.5,17.7,0,NA,1,"1"
2010,12,19,"Richmond",14.2,26.9,0,6.3693722943723,8.1575,"NW",54,"ENE","N",0,30,79,42,1003.9,996,4.13085621970921,4.25795644891122,16.7,25.7,0,NA,0,"0"
2012,2,28,"Richmond",22.4,32.5,0,4.2,8.26907477820025,"SSE",39.5764192139738,"N","SSE",15,18.3943808532778,68,47.0753926701571,1013.5,1011.55597691674,3.85481239804242,4.29697986577181,26.1,25.8277399848828,0,NA,0,"0"
2012,3,10,"Richmond",13.8,28,0.2,5.48972520908005,7.49549228944247,"SE",39,"E","SE",0,18.4629268292683,88,47.9879518072289,1013.9,1013.47531152648,3.68788819875776,3.90779014308426,17.8,24.038593974175,0,NA,0,"0"
2012,3,13,"Richmond",14,28,0,5.48972520908005,7.49549228944247,"E",28,"E","SE",0,18.4629268292683,80,47.9879518072289,1022.6,1013.47531152648,3.68788819875776,3.90779014308426,18.4,24.038593974175,0,NA,0,"0"
2012,3,15,"Richmond",17.3,30,0,5.48972520908005,7.49549228944247,"ENE",28,"W","ESE",2,11,82,54,1017.5,1013.8,3.68788819875776,3.90779014308426,21.4,27.8,0,NA,0,"0"
2012,3,16,"Richmond",14.9088440668875,32.8,0.552202166064982,5.48972520908005,7.49549228944247,"SE",40.4889314320014,"E","SE",13.9550832054548,19.0729338095767,72.8776269851002,52.9139488852185,1015.65421500387,1013.47531152648,4.31504641567818,4.45137258728255,18.9526657060519,24.038593974175,NA,NA,0,"0"
2012,3,18,"Richmond",15,24,2,5.48972520908005,7.49549228944247,"SSE",43,"SSW","S",15,22,65,56,1023,1022,6.16964285714286,6.05882352941176,18.9,23.1,1,NA,0,"0"
2012,3,20,"Richmond",15,24,1,5.48972520908005,7.49549228944247,"SE",39.1495901639344,"SW","ENE",4,4,86,55,1020.8,1016.3,3.68788819875776,3.90779014308426,19.6,24.2,0,NA,0,"0"
2012,3,22,"Richmond",17,20,0,5.48972520908005,7.49549228944247,"SE",39.1495901639344,"SSW","SE",11,18.4629268292683,75,47.9879518072289,1010.4,1013.47531152648,3.68788819875776,3.90779014308426,17.6,24.038593974175,0,NA,0,"0"
2012,3,23,"Richmond",14.9088440668875,25.4,0.552202166064982,5.48972520908005,7.49549228944247,"SE",40.4889314320014,"E","SE",13.9550832054548,19.0729338095767,72.8776269851002,52.9139488852185,1003.8,1002.5,4.31504641567818,4.45137258728255,18.3,24.7,NA,NA,0,"0"
2012,3,24,"Richmond",14.9088440668875,25.6,0.552202166064982,5.48972520908005,7.49549228944247,"SE",40.4889314320014,"E","SE",13.9550832054548,19.0729338095767,72.8776269851002,52.9139488852185,1013.6,1011.7,4.31504641567818,4.45137258728255,16.3,24.3,NA,NA,0,"0"
2012,3,25,"Richmond",14.9088440668875,24,0.552202166064982,5.48972520908005,7.49549228944247,"SE",40.4889314320014,"E","SE",13.9550832054548,19.0729338095767,72.8776269851002,52.9139488852185,1015.65421500387,1013.47531152648,4.31504641567818,4.45137258728255,18.9526657060519,24.038593974175,NA,NA,0,"0"
2012,3,29,"Richmond",14,27,0,5.48972520908005,7.49549228944247,"SE",39.1495901639344,"E","SSE",0,2,99,45,1019.6,1015.6,3.68788819875776,3.90779014308426,17,26.1,0,NA,0,"0"
2012,4,2,"Richmond",14.5,26.7,0.6,3,7.342521631644,"S",35.2965,"NE","ENE",2,7,82,51,1018.4,1013.9,3.73723723723724,4.05772230889236,19.3,26.5,0,NA,0,"0"
2013,8,25,"Richmond",3.1,25,0,3.76601307189542,7.36711990111248,"E",20,"NW","SW",0,2,97,28,1024.5,1019.8,3.08605341246291,3.37689969604863,11,24.4,0,NA,0,"0"
2013,8,27,"Richmond",6.2,22.2,0,2.2,7.36711990111248,"SE",24,"NW","E",0,4,72,35,1022.2,1018,3.08605341246291,3.37689969604863,13.8,22.1,0,NA,0,"0"
2013,9,29,"Richmond",9.4,22.6845367847411,0,5.23919540229885,7.6193838254172,"NW",42.2275280898876,"N","WNW",14.7875787578758,19.8672367236724,59.4454463480613,44.7730560578662,1017.5,1013.5,3.41240310077519,3.65849923430322,16.9588516746411,21.11275579809,0,NA,0,"0"
2013,9,30,"Richmond",10.8725964600557,31.7,0.477116864940518,14.6,7.6193838254172,"NW",43.8805227206512,"N","WNW",15.6699529295127,20.1872650176144,63.1235979443734,48.6635300549076,1015.56688938382,1010.1,3.88239004819517,4.07527874622878,16.9588516746411,30.8,NA,NA,0,"0"
2013,11,15,"Richmond",14.2,27,0,8,8.75032509752926,"S",50,"SE","SE",6,28,64,52,1016.1,1013.2,3.94098883572568,3.90923317683881,20.4,22.6,0,NA,0,"0"
2013,11,16,"Richmond",13.506583440229,25.3978810663021,0.491492329149233,6.94458525345622,8.75032509752926,"SE",43.6114698926687,"E","SE",16.0083682008368,20.3465829846583,60.5931981157626,47.8133852015108,1014.72380952381,1012.41937639198,4.3828579785968,4.32047404628329,19.1629021218344,23.5150647580095,NA,NA,0,"0"
2013,11,17,"Richmond",13.506583440229,25.3978810663021,0.491492329149233,6.94458525345622,8.75032509752926,"SE",43.6114698926687,"E","SE",16.0083682008368,20.3465829846583,60.5931981157626,47.8133852015108,1014.72380952381,1012.41937639198,4.3828579785968,4.32047404628329,19.1629021218344,23.5150647580095,NA,NA,0,"0"
2013,11,18,"Richmond",13.506583440229,25.3978810663021,0.491492329149233,11,8.75032509752926,"SE",43.6114698926687,"E","SE",16.0083682008368,20.3465829846583,60.5931981157626,47.8133852015108,1014.72380952381,1012.41937639198,4.3828579785968,4.32047404628329,19.1629021218344,23.5150647580095,NA,NA,0,"0"
2013,11,19,"Richmond",13.506583440229,25.7,0.491492329149233,2.4,8.75032509752926,"SE",43.6114698926687,"E","SE",16.0083682008368,20.3465829846583,60.5931981157626,47.8133852015108,1014.72380952381,1010,4.3828579785968,4.32047404628329,19.1629021218344,24.4,NA,NA,0,"0"
2013,11,21,"Richmond",15.5,29.5,0,6.4,8.75032509752926,"E",31,"N","E",4,19,79,55,1013,1008.9,3.94098883572568,3.90923317683881,21.3,28.1,0,NA,0,"0"
2014,1,18,"Richmond",17.2096079938509,30.2148307896483,0,8.93720930232558,9.68312655086849,"SE",43.955609362389,"E","E",4,7,55.4050730207533,39.3166409861325,1012.4,1007.2,3.68370165745856,3.19710144927536,22.8390219560878,28.3020666666667,0,NA,0,"0"
2014,3,15,"Richmond",15.4,29.9,0,6.07888268156425,7.62364779874214,"SE",38.5774315391879,"SE","E",0,9,95,57,1013,1007.7,4.11295180722892,4.16196136701337,18.5,28.4,0,NA,0,"0"
2014,3,16,"Richmond",15.8920729285805,27.1354581673307,0.511885245901639,6.07888268156425,7.62364779874214,"SE",38.3959549197015,"SE","SE",12.2438643728555,17.6718710936047,72.2459978665064,50.7718405161734,1018.37769732078,1016.04216606498,4.59600810313308,4.57593754694742,19.9832005312085,25.5520874751491,NA,NA,0,"0"
2014,6,4,"Richmond",3.2,17.7700547570157,0,2.76762778505898,5.46378066378066,"ESE",19,"N","N",0,0,92,52,1024.6,1022.7,4.03374233128834,4.41321044546851,9.5,17,0,NA,0,"0"
2014,7,25,"Richmond",2.8,22.7,0,2.96324461343473,6.28844011142061,"N",46,"NE","N",15,28,97,50,1022.9,1020.2,7,7,8.7,20.1,0,NA,0,"0"
2016,2,13,"Richmond",17.4,29.6948838896952,0,8.00795148247978,9.46449275362319,"SSE",39.7030008826125,"N","SE",6,18.5583333333333,81,41.8660714285714,1014.5,1012.40297188755,3.73609129814551,3.29950083194676,22.2,28.0111538461538,0,NA,0,"0"
2016,3,9,"Richmond",16.7418103448276,35.4,0,6.2,7.28623087621697,"SE",36.8015301530153,"E","E",11.8796216680997,15,69.2497839239412,39,1017.4167918858,1016.4,4.48158640226629,4.56351791530945,20.8656610169492,34.6,0,NA,0,"0"
2017,3,8,"Richmond",16.3,24.8,0.2,4.2,7.57291139240506,"SE",38.9210266535044,"SW","SSE",15,24,85,50,1019,1017,8,7,18.2,22.9,0,NA,0,"0"
2010,6,18,"Sydney",9.8,18,0.6,3,9.6,"N",32.3985823336968,"W","W",15,9,58,39,1017.1,1015.5,3.90416666666667,4.38591549295775,12.1,17.8,0,NA,0,"0"
2010,10,9,"Sydney",15.8,18.9,0,5.2,0,"ESE",31,"ESE","ENE",20,11,59,55,1026.4,1025.3,3.65765765765766,4.08814589665653,17,18.3,0,NA,0,"0"
2010,11,12,"Sydney",19.1,26.8,0,9,12.6,"NE",48,"WNW","NE",6,24,67,57,1013.8,1011.9,1,3,24.3,25.6,0,NA,0,"0"
2014,9,16,"Sydney",15.2,21.7,0,4.8,5.1,"N",39.4790718835305,"NE","ENE",28,4,76,66,1009.9,1005.5,6,3,18.6,20.6,0,NA,0,"0"
2014,10,31,"Sydney",16.3,30.2,0,9.2,11.7,"NNE",41,"WNW","ENE",13,13,55,43,1013.4,1008.2,1,6,22.4,26.3,0,NA,0,"0"
2014,11,27,"Sydney",18.9,20.9,0.4,7.6,0,"ESE",43,"SSE","SE",26,20,71,61,1022,1022.4,6,7,19.8,20.3,0,NA,0,"0"
2014,11,28,"Sydney",14.4340382829757,23.3,0.363712491277041,3.4,11.9,"E",42.478366231731,"NNE","WSW",14.8888228406206,19.8728375088374,58.0425121886264,43.498096407466,1015.94879471229,1021.3,4.53110441876971,4.35109227352654,20.3425408719346,22.3,NA,NA,0,"0"
2015,11,11,"SydneyAirport",19.1,24.4,0,8.6,0,"S",46,"SSW","E",20,9,83,60,1020.3,1020.3,7,7,20,22.9,0,NA,0,"0"
2017,3,14,"SydneyAirport",22.8,27.1,0.4,7.6,0.5,"ENE",46,"E","ENE",20,20,75,87,1019.4,1020.1,7,8,24.1,22.8,0,NA,1,"1"
2017,3,18,"SydneyAirport",18.9,25.2,2,2.8,3.6,"S",73.5,"SE","SE",35,28,90,87,1023.2,1022.5,8,7,22.4,23.1,1,NA,1,"1"
2017,3,22,"SydneyAirport",21.9,31.9,2,6,4.4,"SW",57,"NW","SE",7,20,84,61,1012.4,1010.6,7,6,25.4,30.9,1,NA,0,"0"
2016,5,6,"WaggaWagga",8.2,24.9,0,2.6,6.53836930455635,"ENE",20,"E","WSW",15,9,65,33,1020.7,1017.3,4.35701598579041,4.7655601659751,12.6,24.4,0,NA,0,"0"
2016,11,11,"WaggaWagga",7.4,28.8,0,8.4,9.17331606217617,"E",30,"E","SSE",11,11,57,24,1011.4,1006.7,4.36405529953917,4.38336713995943,17.9,27.5,0,NA,0,"0"
2016,11,12,"WaggaWagga",13.3172070113459,28.9,0.312883008356546,7.96132879045997,9.17331606217617,"WSW",42.2811991745646,"SE","SW",14.9330379387414,20.1606179847276,59.9131494956511,45.8475583265922,1001.5,998.8,4.65490145141759,4.55102349650099,20.1,27.8,NA,NA,0,"0"
2016,11,18,"WaggaWagga",15,34.3,0,8.4,9.17331606217617,"WNW",39,"NNE","WNW",11,22,49,16,1016.5,1012.7,4.36405529953917,3,23.4,33.1,0,NA,0,"0"
2016,11,19,"WaggaWagga",13.3172070113459,34,0.312883008356546,7.96132879045997,9.17331606217617,"WSW",42.2811991745646,"SE","SW",14.9330379387414,20.1606179847276,59.9131494956511,45.8475583265922,1016.3,1014.4,4.65490145141759,4.55102349650099,23.7,33.7,NA,NA,0,"0"
2016,12,16,"WaggaWagga",14.4,23.2,2,8.4,9.17474489795918,"ENE",44,"E","ENE",26,17,94,73,1010.8,1007.5,8,8,15.3,21.6,1,NA,1,"0"
2016,12,17,"WaggaWagga",16.0543412864146,29.3,0.449188426252646,8.61857638888889,9.17474489795918,"NE",43.3475944267394,"N","SW",15.0504187007545,20.1247562588643,61.9247026497202,46.1675909646557,1007.8,1007.4,5.04931146004602,4.61695624560793,21.6,28.6,NA,NA,0,"0"
2016,12,28,"WaggaWagga",23.8,36.8,0,12.6,9.17474489795918,"NNE",52,"ENE","N",24,28,45,20,1009,1005.5,4.67993079584775,3,28.5,35.3,0,NA,0,"0"
2016,12,29,"WaggaWagga",16.0543412864146,31.7,0.449188426252646,8.61857638888889,9.17474489795918,"NE",43.3475944267394,"N","SW",15.0504187007545,20.1247562588643,61.9247026497202,46.1675909646557,1007.9,1006.5,5.04931146004602,4.61695624560793,25.5,26.1,NA,NA,0,"0"
2016,12,30,"WaggaWagga",16.0543412864146,35.1,0.449188426252646,8.61857638888889,9.17474489795918,"NE",43.3475944267394,"N","SW",15.0504187007545,20.1247562588643,61.9247026497202,46.1675909646557,1003.3,999.6,5.04931146004602,4.61695624560793,24.7,33.2,NA,NA,0,"0"
2016,12,31,"WaggaWagga",16.0543412864146,33.4,0.449188426252646,8.61857638888889,9.17474489795918,"NE",43.3475944267394,"N","SW",15.0504187007545,20.1247562588643,61.9247026497202,46.1675909646557,1004.7,1003.6,5.04931146004602,4.61695624560793,23.7,31.8,NA,NA,0,"0"
2017,1,13,"WaggaWagga",19.6,41.4,0,11,9.25368956743002,"WSW",69,"ENE","NW",20,40.5,51,19,1003.8,997.2,6,8,27.6,38.5,0,NA,0,"0"
2017,1,14,"WaggaWagga",17.9847576181819,27.6,0.412013422818792,8.41351888667992,9.25368956743002,"SSW",41.6502827684911,"N","SW",14.652303912453,19.0000910760421,63.7134545921602,47.073345779662,1008.2,1008.6,5.16078570123139,4.28904222403805,18.4,26.2,NA,NA,0,"0"
2017,1,18,"WaggaWagga",16.5,38.2,0,13.4,9.25368956743002,"WSW",63,"NNW","WSW",13,37,31,18,1006.4,1007.8,4.7841845140033,3.86627906976744,26.1,35.1,0,NA,0,"0"
2017,1,20,"WaggaWagga",20.4,27.9,1,14.6,9.25368956743002,"SW",57,"N","SW",13,39,76,80,998.65,996,7,8,24,23.6,0,NA,1,"0"
2017,1,21,"WaggaWagga",17.9847576181819,31.8,0.412013422818792,8.41351888667992,9.25368956743002,"SSW",41.6502827684911,"N","SW",14.652303912453,19.0000910760421,63.7134545921602,47.073345779662,1010.6,1009.4,5.16078570123139,4.28904222403805,17.7,29.8,NA,NA,0,"0"
2017,2,2,"WaggaWagga",13.7,30,0.8,5,8.85434173669468,"S",43,"N","WSW",9,19,74,16,1014.7,1012.6,4.43700787401575,4.03755868544601,17.3,28.8,0,NA,0,"0"
2017,2,3,"WaggaWagga",17.1480506016799,32.7,0.454985119047619,7.96933867735471,8.85434173669468,"SE",41.9664597334402,"SSE","W",14.3822513412428,19.2639046185092,66.2498864533965,46.9329023703495,1014.9,1011.9,4.79425139751876,4.37557637491616,19.9,30.4,NA,NA,0,"0"
2017,2,10,"WaggaWagga",23.4,43.65,0,11,8.85434173669468,"NW",50,"N","WNW",7,30,37,12,1010.9,1006.4,4.43700787401575,4.03755868544601,31.3,41.1,0,NA,0,"0"
2017,2,11,"WaggaWagga",17.1480506016799,43,0.454985119047619,7.96933867735471,8.85434173669468,"SE",41.9664597334402,"SSE","W",14.3822513412428,19.2639046185092,66.2498864533965,46.9329023703495,1007,1004,4.79425139751876,4.37557637491616,31.3,40.9,NA,NA,0,"0"
2017,2,17,"WaggaWagga",16.9,34.9,0,12,8.85434173669468,"WSW",43,"ENE","W",13,17,32,24,1008.5,1006.5,8,8,23.9,32.8,0,NA,0,"0"
2017,2,18,"WaggaWagga",17.1480506016799,26.8,0.454985119047619,7.96933867735471,8.85434173669468,"SE",41.9664597334402,"SSE","W",14.3822513412428,19.2639046185092,66.2498864533965,46.9329023703495,1008.5,1007.1,4.79425139751876,4.37557637491616,17.9,25.4,NA,NA,0,"0"
2017,3,4,"WaggaWagga",19.3,27.5,2,9.2,7.57291139240506,"ENE",41,"ENE","E",9,30,73,54,1016.4,1013.9,8,7,21,25.2,1,NA,0,"0"
2017,3,10,"WaggaWagga",10.3,32,0,6.8,7.57291139240506,"SSW",39,"ESE","SSE",2,19,61,18,1016.5,1012.9,4.51039697542533,4.18778280542986,17.4,30.4,0,NA,0,"0"
2017,3,11,"WaggaWagga",16.9774173321054,33.5,0.590620782726046,6.91496212121212,7.57291139240506,"SE",40.0001226447871,"SE","SE",13.5682250316312,18.1614556925526,72.1592615398697,52.5407013394026,1013.5,1009.3,5.01166206194562,4.75163508466874,21.2,32.2,NA,NA,0,"0"
2017,4,7,"WaggaWagga",11.8,25.2,0,4.8,7.42401055408971,"ENE",30,"ENE","N",17,7,52,30,1027.7,1023,4.35111876075732,4.49230769230769,18.1,24.9,0,NA,0,"0"
2017,4,22,"WaggaWagga",14.7,23,2,1.4,7.42401055408971,"SSE",30,"E","SSW",13,6,91,52,1025.7,1022.2,8,7,16,21.7,1,NA,0,"0"
2017,4,28,"WaggaWagga",2.7,17.5,0,3,7.42401055408971,"SW",26,"ENE","WSW",4,17,78,49,1024.9,1022.5,4.35111876075732,2,8.1,16.5,0,NA,0,"0"
2017,4,29,"WaggaWagga",12.386275576415,20.1,0.432091097308489,4.93852295409182,7.42401055408971,"E",35.4088900225897,"E","SE",12.5702405011868,16.4654819291339,70.533927342784,51.539637045005,1023,1020.5,4.80139683283155,4.81330882333093,9.7,18.2,NA,NA,0,"0"
2017,5,19,"WaggaWagga",15.6,16.9,0,5.2,6.50717948717949,"ENE",50,"ENE","E",30,13,59,96,1022,1018.9,8,5,16.8,14.5,0,NA,1,"1"
2017,5,20,"WaggaWagga",9.53175632639884,18.3,0.436992681304058,3.34587525150905,6.50717948717949,"E",33.2996517508732,"N","SE",11.1968269100274,15.3347446037338,76.6070198822589,55.8797915098817,1019.1,1017.3,4.8093299616767,4.8815418173526,13.5,17.9,NA,NA,0,"0"
2017,5,26,"WaggaWagga",6.4,18.2,0,0.6,6.50717948717949,"W",20,"E","SSE",2,11,81,58,1024.1,1020.9,4,8,11.5,16.6,0,NA,0,"0"
2017,5,27,"WaggaWagga",9.53175632639884,18.2,0.436992681304058,3.34587525150905,6.50717948717949,"E",33.2996517508732,"N","SE",11.1968269100274,15.3347446037338,76.6070198822589,55.8797915098817,1021.5,1016.6,4.8093299616767,4.8815418173526,8.4,17.2,NA,NA,0,"0"
2009,6,2,"Williamtown",9.1,19.9,0.2,0.8,5.6304152637486,"ENE",26,"N","ENE",0,15,95,65,1029.1,1026,7,1,13.8,18.6,0,NA,0,"0"
2010,3,11,"Williamtown",18.6,24.9,2,5.8,7.68097826086957,"SE",43.2931034482759,"SSE","SSE",31,31,55,47,1019.37581648523,1017.20505443235,7,3,21.2,23.8,1,NA,0,"0"
2010,5,27,"Williamtown",14.3,21.1,2,3.4,6.2917211328976,"SE",56,"SE","SSE",35,26,71,51,1016.9,1016.6,7,2,17.8,19.9,1,NA,0,"0"
2010,7,1,"Williamtown",5.1,16.4,0,3,5.62408435072142,"WNW",37,"WNW","NW",24,15,64,36,1025.3,1023.1,6,5,8.2,16.2,0,NA,0,"0"
2010,7,2,"Williamtown",7.01607977654656,14,0.596229151559101,2.21961206896552,5.62408435072142,"N",33.9468633032762,"N","N",11.3903265240686,15.374805654335,81.2936349363282,61.421719879805,1027.1,1024.4,4.76890870151892,5.17731144727949,9.9,12.7,NA,NA,0,"0"
2010,7,3,"Williamtown",7.01607977654656,16.2,0.596229151559101,2.21961206896552,5.62408435072142,"N",33.9468633032762,"N","N",11.3903265240686,15.374805654335,81.2936349363282,61.421719879805,1025.6,1025.5,4.76890870151892,5.17731144727949,11.1,15.2,NA,NA,0,"0"
2010,7,8,"Williamtown",9.8,16.1,2,2,5.62408435072142,"SW",31,"WSW","SSW",15,13,94,92,1026,1024,7,6,12.1,14,1,NA,1,"1"
2010,7,9,"Williamtown",7.01607977654656,17.8,0.596229151559101,2.21961206896552,5.62408435072142,"N",33.9468633032762,"N","N",11.3903265240686,15.374805654335,81.2936349363282,61.421719879805,1028.2,1026.9,4.76890870151892,5.17731144727949,11.2,14.6,NA,NA,0,"0"
2010,7,23,"Williamtown",6.7,17.5,2,2.4,5.62408435072142,"W",38.875,"W","S",13,15,84,62,1032.4,1030.2,4,5.9406779661017,11.9,16.3,1,NA,0,"0"
2010,7,31,"Williamtown",13.9,21.6,0,2.21961206896552,5.62408435072142,"WNW",63,"NNW","WNW",15,35,94,52,1012.2,1013.5,8,4.9015047879617,15.2,20.3,0,NA,0,"0"
2010,8,13,"Williamtown",7.00223577235772,18.4,0,3.09372900335946,6.72613636363636,"N",38.8945005611672,"W","SSW",30,26,59,47,1012.3,1012,3.5959595959596,3.97008547008547,12.8,16.9,0,NA,0,"0"
2010,8,14,"Williamtown",7.09436377727087,20.6,0.621510791366906,3.09372900335946,6.72613636363636,"N",41.4797696461747,"N","W",14.820512205307,19.4973419733609,72.3281448941781,54.7766548349301,1016.6,1010.9,4.2767137127187,4.54334450463212,11.5,19.9,NA,NA,0,"0"
2010,10,3,"Williamtown",11.7,20.4,2,0.2,7.8594778660613,"ENE",48,"NE","ENE",11,31,90,67,1028.8,1026.5,7,7,17.4,19.3,1,NA,1,"0"
2010,10,12,"Williamtown",14.6,24.8,1.8,4.6,7.8594778660613,"NNE",44,"NE","NE",19,22,73,52,1029.7,1025.4,4,4,19.7,24.5,1,NA,0,"0"
2010,12,31,"Williamtown",17.1,33,0,9.2,11.9,"ENE",37,"N","ENE",2,26,70,44,1016.1,1014,1,1,25.1,31.4,0,NA,0,"0"
2011,1,1,"Williamtown",17.8849260255911,35.2,0.513195435092725,10,12.5,"S",41.3029227644123,"SE","SE",14.5746034823961,18.9484596178926,66.959257091687,52.1002840516899,1014.6,1010.1,4.50523062291964,4.28506072865887,25.4,34.4,NA,NA,0,"0"
2011,2,10,"Williamtown",17.5,29.2,0.2,6.8,10.3,"E",40.3325991189427,"E","ESE",0,30,85,52,1023.2,1019.3,6,4,21.4,28.1,0,NA,0,"0"
2011,2,11,"Williamtown",17.9439494109864,37.2,0.502379064234734,7.4,11.5,"E",40.8959786959099,"E","SE",14.1850146313697,18.9378585829459,71.0032116075141,55.1062627990021,1017.3,1012.1,4.82819248857843,4.79931696075035,23,36.1,NA,NA,0,"0"
2011,5,5,"Williamtown",11.5,20.9,1.8,1.6,5.87780346820809,"S",59,"W","SSW",17,35,75,56,1020.1,1020.4,1,5,16.6,18.7,1,NA,0,"0"
